#r_rel[fm]	P(r_rel)_boundstates	P(r_rel)_ges
7.5936 0 0.140564
7.596 0 0.139186
7.5984 0 0.137702
7.6008 0 0.142197
7.6032 0 0.14067
7.6056 0 0.13838
7.608 0 0.141455
7.6104 0 0.140734
7.6128 0 0.140734
7.6152 0 0.139822
7.6176 0 0.138656
7.62 0 0.139271
7.6224 0 0.13997
7.6248 0 0.138232
7.6272 0 0.13766
7.6296 0 0.139589
7.632 0 0.138571
7.6344 0 0.137469
7.6368 0 0.140416
7.6392 0 0.138614
7.6416 0 0.14279
7.644 0 0.141539
7.6464 0 0.137384
7.6488 0 0.141137
7.6512 0 0.13732
7.6536 0 0.142006
7.656 0 0.140734
7.6584 0 0.136239
7.6608 0 0.135455
7.6632 0 0.136748
7.6656 0 0.138062
7.668 0 0.139504
7.6704 0 0.13891
7.6728 0 0.138508
7.6752 0 0.138041
7.6776 0 0.140267
7.68 0 0.140246
7.6824 0 0.139483
7.6848 0 0.137235
7.6872 0 0.140564
7.6896 0 0.141688
7.692 0 0.136705
7.6944 0 0.140076
7.6968 0 0.13925
7.6992 0 0.136133
7.7016 0 0.137596
7.704 0 0.137384
7.7064 0 0.135963
7.7088 0 0.138995
7.7112 0 0.139101
7.7136 0 0.138571
7.716 0 0.13819
7.7184 0 0.136197
7.7208 0 0.140288
7.7232 0 0.13819
7.7256 0 0.140479
7.728 0 0.137702
7.7304 0 0.13679
7.7328 0 0.137023
7.7352 0 0.136366
7.7376 0 0.13872
7.74 0 0.138168
7.7424 0 0.138486
7.7448 0 0.13872
7.7472 0 0.138168
7.7496 0 0.140797
7.752 0 0.137575
7.7544 0 0.136769
7.7568 0 0.139462
7.7592 0 0.136557
7.7616 0 0.136027
7.764 0 0.137766
7.7664 0 0.137087
7.7688 0 0.138635
7.7712 0 0.136324
7.7736 0 0.13696
7.776 0 0.134946
7.7784 0 0.137766
7.7808 0 0.135158
7.7832 0 0.137575
7.7856 0 0.137172
7.788 0 0.138062
7.7904 0 0.139419
7.7928 0 0.138444
7.7952 0 0.134416
7.7976 0 0.136875
7.8 0 0.138274
7.8024 0 0.136875
7.8048 0 0.133165
7.8072 0 0.140797
7.8096 0 0.137045
7.812 0 0.136833
7.8144 0 0.136281
7.8168 0 0.136727
7.8192 0 0.136281
7.8216 0 0.134776
7.824 0 0.138592
7.8264 0 0.135942
7.8288 0 0.136536
7.8312 0 0.137045
7.8336 0 0.139356
7.836 0 0.138232
7.8384 0 0.13749
7.8408 0 0.138614
7.8432 0 0.135497
7.8456 0 0.136896
7.848 0 0.138677
7.8504 0 0.133377
7.8528 0 0.137108
7.8552 0 0.136239
7.8576 0 0.13573
7.86 0 0.134988
7.8624 0 0.138168
7.8648 0 0.13573
7.8672 0 0.136091
7.8696 0 0.135391
7.872 0 0.138317
7.8744 0 0.131914
7.8768 0 0.136642
7.8792 0 0.141963
7.8816 0 0.134161
7.884 0 0.135857
7.8864 0 0.139419
7.8888 0 0.135476
7.8912 0 0.136981
7.8936 0 0.13573
7.896 0 0.139207
7.8984 0 0.135433
7.9008 0 0.133144
7.9032 0 0.132084
7.9056 0 0.134034
7.908 0 0.132762
7.9104 0 0.135773
7.9128 0 0.13291
7.9152 0 0.135815
7.9176 0 0.133822
7.92 0 0.13573
7.9224 0 0.136917
7.9248 0 0.138656
7.9272 0 0.132783
7.9296 0 0.13219
7.932 0 0.13166
7.9344 0 0.136621
7.9368 0 0.13308
7.9392 0 0.13626
7.9416 0 0.133992
7.944 0 0.134946
7.9464 0 0.136091
7.9488 0 0.135879
7.9512 0 0.133462
7.9536 0 0.133462
7.956 0 0.136048
7.9584 0 0.137596
7.9608 0 0.13537
7.9632 0 0.133589
7.9656 0 0.136409
7.968 0 0.135073
7.9704 0 0.135815
7.9728 0 0.133674
7.9752 0 0.135985
7.9776 0 0.135052
7.98 0 0.137829
7.9824 0 0.132868
7.9848 0 0.134734
7.9872 0 0.135645
7.9896 0 0.13872
7.992 0 0.135963
7.9944 0 0.133059
7.9968 0 0.13397
7.9992 0 0.133144
8.0016 0 0.132486
8.004 0 0.136069
8.0064 0 0.135391
8.0088 0 0.132359
8.0112 0 0.138296
8.0136 0 0.13325
8.016 0 0.137045
8.0184 0 0.131024
8.0208 0 0.132423
8.0232 0 0.133631
8.0256 0 0.134903
8.028 0 0.135476
8.0304 0 0.130854
8.0328 0 0.132614
8.0352 0 0.131681
8.0376 0 0.132995
8.04 0 0.131872
8.0424 0 0.13096
8.0448 0 0.135073
8.0472 0 0.132105
8.0496 0 0.129624
8.052 0 0.129539
8.0544 0 0.13166
8.0568 0 0.131405
8.0592 0 0.132995
8.0616 0 0.132126
8.064 0 0.133313
8.0664 0 0.131829
8.0688 0 0.13467
8.0712 0 0.132105
8.0736 0 0.133695
8.076 0 0.134395
8.0784 0 0.132211
8.0808 0 0.132126
8.0832 0 0.132741
8.0856 0 0.129667
8.088 0 0.13308
8.0904 0 0.133568
8.0928 0 0.130175
8.0952 0 0.130112
8.0976 0 0.129518
8.1 0 0.134267
8.1024 0 0.130218
8.1048 0 0.133377
8.1072 0 0.131342
8.1096 0 0.13096
8.112 0 0.130451
8.1144 0 0.129963
8.1168 0 0.133928
8.1192 0 0.130748
8.1216 0 0.133589
8.124 0 0.130366
8.1264 0 0.129645
8.1288 0 0.132783
8.1312 0 0.129921
8.1336 0 0.130536
8.136 0 0.133589
8.1384 0 0.134098
8.1408 0 0.131787
8.1432 0 0.13132
8.1456 0 0.130451
8.148 0 0.133716
8.1504 0 0.130748
8.1528 0 0.133546
8.1552 0 0.131575
8.1576 0 0.133546
8.16 0 0.129942
8.1624 0 0.129645
8.1648 0 0.129306
8.1672 0 0.130409
8.1696 0 0.129285
8.172 0 0.130642
8.1744 0 0.129518
8.1768 0 0.128649
8.1792 0 0.131257
8.1816 0 0.131999
8.184 0 0.13149
8.1864 0 0.132826
8.1888 0 0.130069
8.1912 0 0.13414
8.1936 0 0.128564
8.196 0 0.131426
8.1984 0 0.131426
8.2008 0 0.129794
8.2032 0 0.130918
8.2056 0 0.12884
8.208 0 0.131999
8.2104 0 0.13255
8.2128 0 0.129603
8.2152 0 0.129455
8.2176 0 0.130769
8.22 0 0.130197
8.2224 0 0.130536
8.2248 0 0.131299
8.2272 0 0.129794
8.2296 0 0.129667
8.232 0 0.130281
8.2344 0 0.126783
8.2368 0 0.126741
8.2392 0 0.131893
8.2416 0 0.129433
8.244 0 0.127419
8.2464 0 0.126508
8.2488 0 0.128161
8.2512 0 0.127716
8.2536 0 0.130197
8.256 0 0.130748
8.2584 0 0.12655
8.2608 0 0.128988
8.2632 0 0.126211
8.2656 0 0.130451
8.268 0 0.127949
8.2704 0 0.125342
8.2728 0 0.130409
8.2752 0 0.128649
8.2776 0 0.129412
8.28 0 0.128925
8.2824 0 0.130069
8.2848 0 0.1292
8.2872 0 0.124875
8.2896 0 0.128946
8.292 0 0.126126
8.2944 0 0.130069
8.2968 0 0.128246
8.2992 0 0.131511
8.3016 0 0.130281
8.304 0 0.128564
8.3064 0 0.127716
8.3088 0 0.129009
8.3112 0 0.127907
8.3136 0 0.127525
8.316 0 0.128098
8.3184 0 0.125935
8.3208 0 0.128119
8.3232 0 0.127313
8.3256 0 0.127801
8.328 0 0.126529
8.3304 0 0.123645
8.3328 0 0.125532
8.3352 0 0.128649
8.3376 0 0.125872
8.34 0 0.129137
8.3424 0 0.127801
8.3448 0 0.127695
8.3472 0 0.123624
8.3496 0 0.125172
8.352 0 0.126932
8.3544 0 0.126932
8.3568 0 0.12708
8.3592 0 0.128183
8.3616 0 0.126274
8.364 0 0.129137
8.3664 0 0.127122
8.3688 0 0.123794
8.3712 0 0.126847
8.3736 0 0.124557
8.376 0 0.126741
8.3784 0 0.127313
8.3808 0 0.127186
8.3832 0 0.123073
8.3856 0 0.12867
8.388 0 0.126486
8.3904 0 0.127716
8.3928 0 0.127229
8.3952 0 0.126741
8.3976 0 0.128522
8.4 0 0.124642
8.4024 0 0.126126
8.4048 0 0.128458
8.4072 0 0.126168
8.4096 0 0.125978
8.412 0 0.124409
8.4144 0 0.126635
8.4168 0 0.122437
8.4192 0 0.12426
8.4216 0 0.127462
8.424 0 0.122967
8.4264 0 0.123285
8.4288 0 0.125278
8.4312 0 0.126168
8.4336 0 0.124176
8.436 0 0.121865
8.4384 0 0.124642
8.4408 0 0.123539
8.4432 0 0.122819
8.4456 0 0.121419
8.448 0 0.125108
8.4504 0 0.123243
8.4528 0 0.124409
8.4552 0 0.126656
8.4576 0 0.125363
8.46 0 0.127547
8.4624 0 0.124197
8.4648 0 0.123582
8.4672 0 0.122183
8.4696 0 0.122395
8.472 0 0.12672
8.4744 0 0.124218
8.4768 0 0.122543
8.4792 0 0.12708
8.4816 0 0.125024
8.484 0 0.124578
8.4864 0 0.123031
8.4888 0 0.121759
8.4912 0 0.123433
8.4936 0 0.123964
8.496 0 0.122946
8.4984 0 0.123115
8.5008 0 0.122458
8.5032 0 0.122543
8.5056 0 0.125214
8.508 0 0.123688
8.5104 0 0.125808
8.5128 0 0.122395
8.5152 0 0.123624
8.5176 0 0.122183
8.52 0 0.12549
8.5224 0 0.118833
8.5248 0 0.120062
8.5272 0 0.121229
8.5296 0 0.121949
8.532 0 0.123794
8.5344 0 0.122204
8.5368 0 0.123306
8.5392 0 0.122034
8.5416 0 0.120487
8.544 0 0.123094
8.5464 0 0.118642
8.5488 0 0.120699
8.5512 0 0.122628
8.5536 0 0.121843
8.556 0 0.122501
8.5584 0 0.123688
8.5608 0 0.122755
8.5632 0 0.120444
8.5656 0 0.122437
8.568 0 0.125024
8.5704 0 0.122988
8.5728 0 0.119511
8.5752 0 0.120211
8.5776 0 0.122267
8.58 0 0.121101
8.5824 0 0.120741
8.5848 0 0.124896
8.5872 0 0.120062
8.5896 0 0.120593
8.592 0 0.124282
8.5944 0 0.123476
8.5968 0 0.122543
8.5992 0 0.122946
8.6016 0 0.121419
8.604 0 0.121207
8.6064 0 0.119702
8.6088 0 0.121886
8.6112 0 0.121186
8.6136 0 0.12125
8.616 0 0.118833
8.6184 0 0.123158
8.6208 0 0.121313
8.6232 0 0.118812
8.6256 0 0.118218
8.628 0 0.120105
8.6304 0 0.119702
8.6328 0 0.118918
8.6352 0 0.12161
8.6376 0 0.120487
8.64 0 0.121313
8.6424 0 0.119744
8.6448 0 0.120571
8.6472 0 0.119787
8.6496 0 0.120084
8.652 0 0.119405
8.6544 0 0.119405
8.6568 0 0.118833
8.6592 0 0.119257
8.6616 0 0.12214
8.664 0 0.118515
8.6664 0 0.120974
8.6688 0 0.119151
8.6712 0 0.11985
8.6736 0 0.11985
8.676 0 0.118515
8.6784 0 0.12019
8.6808 0 0.120168
8.6832 0 0.117688
8.6856 0 0.117709
8.688 0 0.118048
8.6904 0 0.118133
8.6928 0 0.117646
8.6952 0 0.120275
8.6976 0 0.117137
8.7 0 0.116734
8.7024 0 0.119299
8.7048 0 0.118684
8.7072 0 0.120211
8.7096 0 0.117667
8.712 0 0.118324
8.7144 0 0.115865
8.7168 0 0.118663
8.7192 0 0.119257
8.7216 0 0.118048
8.724 0 0.117964
8.7264 0 0.11896
8.7288 0 0.117709
8.7312 0 0.12019
8.7336 0 0.119554
8.736 0 0.11773
8.7384 0 0.11896
8.7408 0 0.119384
8.7432 0 0.115483
8.7456 0 0.116819
8.748 0 0.11525
8.7504 0 0.115843
8.7528 0 0.115123
8.7552 0 0.115631
8.7576 0 0.118239
8.76 0 0.115165
8.7624 0 0.119426
8.7648 0 0.116013
8.7672 0 0.114911
8.7696 0 0.118684
8.772 0 0.115886
8.7744 0 0.117073
8.7768 0 0.115822
8.7792 0 0.115101
8.7816 0 0.114783
8.784 0 0.115928
8.7864 0 0.119617
8.7888 0 0.115101
8.7912 0 0.114656
8.7936 0 0.114783
8.796 0 0.115441
8.7984 0 0.114783
8.8008 0 0.115759
8.8032 0 0.116543
8.8056 0 0.115843
8.808 0 0.115589
8.8104 0 0.115886
8.8128 0 0.115313
8.8152 0 0.117222
8.8176 0 0.115547
8.82 0 0.116967
8.8224 0 0.115398
8.8248 0 0.114253
8.8272 0 0.115292
8.8296 0 0.11455
8.832 0 0.112939
8.8344 0 0.113681
8.8368 0 0.114911
8.8392 0 0.113596
8.8416 0 0.116183
8.844 0 0.116119
8.8464 0 0.117116
8.8488 0 0.114487
8.8512 0 0.11508
8.8536 0 0.114614
8.856 0 0.115229
8.8584 0 0.115123
8.8608 0 0.113766
8.8632 0 0.112006
8.8656 0 0.112896
8.868 0 0.115971
8.8704 0 0.112981
8.8728 0 0.115462
8.8752 0 0.111455
8.8776 0 0.111858
8.88 0 0.110543
8.8824 0 0.113427
8.8848 0 0.112684
8.8872 0 0.111858
8.8896 0 0.111964
8.892 0 0.1112
8.8944 0 0.112578
8.8968 0 0.11243
8.8992 0 0.110395
8.9016 0 0.112833
8.904 0 0.115123
8.9064 0 0.1126
8.9088 0 0.11243
8.9112 0 0.110395
8.9136 0 0.112939
8.916 0 0.113829
8.9184 0 0.114359
8.9208 0 0.109229
8.9232 0 0.109419
8.9256 0 0.110056
8.928 0 0.111815
8.9304 0 0.112388
8.9328 0 0.110776
8.9352 0 0.110946
8.9376 0 0.111031
8.94 0 0.11313
8.9424 0 0.113617
8.9448 0 0.110734
8.9472 0 0.110798
8.9496 0 0.114677
8.952 0 0.10872
8.9544 0 0.114783
8.9568 0 0.112345
8.9592 0 0.10961
8.9616 0 0.111285
8.964 0 0.111752
8.9664 0 0.112303
8.9688 0 0.112048
8.9712 0 0.110268
8.9736 0 0.107808
8.976 0 0.109886
8.9784 0 0.113723
8.9808 0 0.109568
8.9832 0 0.108974
8.9856 0 0.107681
8.988 0 0.108911
8.9904 0 0.112324
8.9928 0 0.108635
8.9952 0 0.107236
8.9976 0 0.107151
9 0 0.109313
9.0024 0 0.108932
9.0048 0 0.107745
9.0072 0 0.108762
9.0096 0 0.10995
9.012 0 0.108232
9.0144 0 0.107087
9.0168 0 0.106981
9.0192 0 0.109844
9.0216 0 0.109186
9.024 0 0.107957
9.0264 0 0.110882
9.0288 0 0.108614
9.0312 0 0.110077
9.0336 0 0.110564
9.036 0 0.1059
9.0384 0 0.107702
9.0408 0 0.106409
9.0432 0 0.107766
9.0456 0 0.109547
9.048 0 0.109568
9.0504 0 0.109737
9.0528 0 0.109822
9.0552 0 0.108444
9.0576 0 0.105879
9.06 0 0.109992
9.0624 0 0.110692
9.0648 0 0.106833
9.0672 0 0.108508
9.0696 0 0.103483
9.072 0 0.108296
9.0744 0 0.10378
9.0768 0 0.107639
9.0792 0 0.105497
9.0816 0 0.108677
9.084 0 0.10696
9.0864 0 0.10995
9.0888 0 0.106812
9.0912 0 0.105879
9.0936 0 0.107978
9.096 0 0.106154
9.0984 0 0.109017
9.1008 0 0.104268
9.1032 0 0.105773
9.1056 0 0.105455
9.108 0 0.103865
9.1104 0 0.106048
9.1128 0 0.103822
9.1152 0 0.107151
9.1176 0 0.107999
9.12 0 0.10342
9.1224 0 0.104798
9.1248 0 0.104119
9.1272 0 0.105476
9.1296 0 0.105052
9.132 0 0.105752
9.1344 0 0.108381
9.1368 0 0.104352
9.1392 0 0.103356
9.1416 0 0.104352
9.144 0 0.103695
9.1464 0 0.104352
9.1488 0 0.103971
9.1512 0 0.106451
9.1536 0 0.103314
9.156 0 0.104056
9.1584 0 0.102783
9.1608 0 0.102041
9.1632 0 0.103568
9.1656 0 0.102126
9.168 0 0.104628
9.1704 0 0.105179
9.1728 0 0.10289
9.1752 0 0.103398
9.1776 0 0.102381
9.18 0 0.106409
9.1824 0 0.102084
9.1848 0 0.103504
9.1872 0 0.0986493
9.1896 0 0.100918
9.192 0 0.103801
9.1944 0 0.10414
9.1968 0 0.100918
9.1992 0 0.107087
9.2016 0 0.10255
9.204 0 0.10431
9.2064 0 0.100579
9.2088 0 0.104204
9.2112 0 0.101321
9.2136 0 0.102402
9.216 0 0.106345
9.2184 0 0.101511
9.2208 0 0.10219
9.2232 0 0.101533
9.2256 0 0.102105
9.228 0 0.101533
9.2304 0 0.103822
9.2328 0 0.0993701
9.2352 0 0.104734
9.2376 0 0.100176
9.24 0 0.0999425
9.2424 0 0.100769
9.2448 0 0.0991581
9.2472 0 0.10113
9.2496 0 0.105518
9.252 0 0.103017
9.2544 0 0.0992217
9.2568 0 0.100875
9.2592 0 0.100833
9.2616 0 0.101236
9.264 0 0.100049
9.2664 0 0.0990521
9.2688 0 0.102699
9.2712 0 0.102296
9.2736 0 0.0992217
9.276 0 0.09831
9.2784 0 0.0991581
9.2808 0 0.0987765
9.2832 0 0.100345
9.2856 0 0.0996457
9.288 0 0.098204
9.2904 0 0.101766
9.2928 0 0.100303
9.2952 0 0.102211
9.2976 0 0.0986917
9.3 0 0.100324
9.3024 0 0.101533
9.3048 0 0.100748
9.3072 0 0.0966563
9.3096 0 0.100812
9.312 0 0.102381
9.3144 0 0.101321
9.3168 0 0.0989037
9.3192 0 0.101236
9.3216 0 0.0976316
9.324 0 0.0994337
9.3264 0 0.0985857
9.3288 0 0.0969532
9.3312 0 0.0987977
9.3336 0 0.0969532
9.336 0 0.0983948
9.3384 0 0.0970168
9.3408 0 0.0987341
9.3432 0 0.0989885
9.3456 0 0.0982252
9.348 0 0.0987129
9.3504 0 0.0996245
9.3528 0 0.0963383
9.3552 0 0.0964019
9.3576 0 0.0986493
9.36 0 0.0966139
9.3624 0 0.0969532
9.3648 0 0.0974832
9.3672 0 0.0987553
9.3696 0 0.0980768
9.372 0 0.0967836
9.3744 0 0.0961687
9.3768 0 0.097674
9.3792 0 0.094409
9.3816 0 0.0975892
9.384 0 0.0955327
9.3864 0 0.097356
9.3888 0 0.097144
9.3912 0 0.0957235
9.3936 0 0.0941122
9.396 0 0.0961051
9.3984 0 0.0943454
9.4008 0 0.0950663
9.4032 0 0.0958507
9.4056 0 0.0947058
9.408 0 0.0961899
9.4104 0 0.097038
9.4128 0 0.0935398
9.4152 0 0.0929461
9.4176 0 0.0964019
9.42 0 0.0943666
9.4224 0 0.094515
9.4248 0 0.093879
9.4272 0 0.0952783
9.4296 0 0.0924161
9.432 0 0.0945786
9.4344 0 0.0946634
9.4368 0 0.0932218
9.4392 0 0.0952147
9.4416 0 0.0961899
9.444 0 0.0925009
9.4464 0 0.0939214
9.4488 0 0.0926917
9.4512 0 0.0950451
9.4536 0 0.0947906
9.456 0 0.0944938
9.4584 0 0.0942394
9.4608 0 0.0908472
9.4632 0 0.0946846
9.4656 0 0.0919073
9.468 0 0.0929037
9.4704 0 0.0942606
9.4728 0 0.0943878
9.4752 0 0.0956811
9.4776 0 0.093667
9.48 0 0.0928401
9.4824 0 0.0931793
9.4848 0 0.0953419
9.4872 0 0.0931157
9.4896 0 0.0929249
9.492 0 0.0930521
9.4944 0 0.0926705
9.4968 0 0.0895963
9.4992 0 0.0935398
9.5016 0 0.0919285
9.504 0 0.0894691
9.5064 0 0.0937306
9.5088 0 0.0914408
9.5112 0 0.0905504
9.5136 0 0.0916105
9.516 0 0.0909744
9.5184 0 0.0894691
9.5208 0 0.0923313
9.5232 0 0.0928613
9.5256 0 0.0920769
9.528 0 0.0894267
9.5304 0 0.0891299
9.5328 0 0.089766
9.5352 0 0.0891511
9.5376 0 0.0887271
9.54 0 0.0914833
9.5424 0 0.0931157
9.5448 0 0.0914833
9.5472 0 0.0915469
9.5496 0 0.0887695
9.552 0 0.0899568
9.5544 0 0.0886635
9.5568 0 0.090508
9.5592 0 0.0899356
9.5616 0 0.0929673
9.564 0 0.0909532
9.5664 0 0.087773
9.5688 0 0.0897235
9.5712 0 0.0880275
9.5736 0 0.0862041
9.576 0 0.0884303
9.5784 0 0.087031
9.5808 0 0.0884515
9.5832 0 0.0887271
9.5856 0 0.0883243
9.588 0 0.0887483
9.5904 0 0.0890239
9.5928 0 0.0909108
9.5952 0 0.0903808
9.5976 0 0.0881123
9.6 0 0.0873914
9.6024 0 0.0896811
9.6048 0 0.0874126
9.6072 0 0.0867978
9.6096 0 0.0912076
9.612 0 0.0898932
9.6144 0 0.0870098
9.6168 0 0.0862678
9.6192 0 0.0850593
9.6216 0 0.0869886
9.624 0 0.0886423
9.6264 0 0.0856741
9.6288 0 0.0881123
9.6312 0 0.0873702
9.6336 0 0.0901476
9.636 0 0.0890451
9.6384 0 0.0867766
9.6408 0 0.0881759
9.6432 0 0.0872854
9.6456 0 0.0870522
9.648 0 0.0878366
9.6504 0 0.0867766
9.6528 0 0.0851229
9.6552 0 0.087243
9.6576 0 0.0873278
9.66 0 0.0862466
9.6624 0 0.0832572
9.6648 0 0.0870522
9.6672 0 0.0850381
9.6696 0 0.0872006
9.672 0 0.0853773
9.6744 0 0.0846777
9.6768 0 0.0854621
9.6792 0 0.086819
9.6816 0 0.0828332
9.684 0 0.0858437
9.6864 0 0.0846353
9.6888 0 0.0833208
9.6912 0 0.0843172
9.6936 0 0.0846565
9.696 0 0.0849109
9.6984 0 0.0839568
9.7008 0 0.0850381
9.7032 0 0.0835752
9.7056 0 0.086607
9.708 0 0.0866706
9.7104 0 0.083024
9.7128 0 0.083342
9.7152 0 0.0819003
9.7176 0 0.0846777
9.72 0 0.0853561
9.7224 0 0.0828332
9.7248 0 0.0839568
9.7272 0 0.0836812
9.7296 0 0.0834904
9.732 0 0.0837448
9.7344 0 0.080713
9.7368 0 0.0824939
9.7392 0 0.0837872
9.7416 0 0.0828544
9.744 0 0.0839992
9.7464 0 0.0815611
9.7488 0 0.0818579
9.7512 0 0.0835964
9.7536 0 0.0825151
9.756 0 0.0788685
9.7584 0 0.083872
9.7608 0 0.0825999
9.7632 0 0.0810735
9.7656 0 0.0819003
9.768 0 0.0815611
9.7704 0 0.0812007
9.7728 0 0.0831512
9.7752 0 0.080925
9.7776 0 0.0796954
9.78 0 0.0796318
9.7824 0 0.0812855
9.7848 0 0.0816671
9.7872 0 0.0830452
9.7896 0 0.0817519
9.792 0 0.0802678
9.7944 0 0.0793138
9.7968 0 0.0821335
9.7992 0 0.0806918
9.8016 0 0.0805858
9.804 0 0.0778297
9.8064 0 0.0801406
9.8088 0 0.079865
9.8112 0 0.0790381
9.8136 0 0.0787413
9.816 0 0.0819639
9.8184 0 0.0805646
9.8208 0 0.0784445
9.8232 0 0.0792926
9.8256 0 0.0811795
9.828 0 0.0813279
9.8304 0 0.0804162
9.8328 0 0.0770452
9.8352 0 0.0784869
9.8376 0 0.0771724
9.84 0 0.0783597
9.8424 0 0.0795258
9.8448 0 0.079971
9.8472 0 0.0786353
9.8496 0 0.0789109
9.852 0 0.0777025
9.8544 0 0.0789745
9.8568 0 0.080395
9.8592 0 0.0788049
9.8616 0 0.0760488
9.864 0 0.0780841
9.8664 0 0.0772784
9.8688 0 0.0762184
9.8712 0 0.076918
9.8736 0 0.0765364
9.876 0 0.0748615
9.8784 0 0.0775329
9.8808 0 0.0772996
9.8832 0 0.077236
9.8856 0 0.0760488
9.888 0 0.0777025
9.8904 0 0.0786353
9.8928 0 0.0766636
9.8952 0 0.0744799
9.8976 0 0.0749251
9.9 0 0.0745859
9.9024 0 0.0775329
9.9048 0 0.0772148
9.9072 0 0.0750523
9.9096 0 0.0741407
9.912 0 0.0761548
9.9144 0 0.0782749
9.9168 0 0.0733774
9.9192 0 0.0743315
9.9216 0 0.07607
9.924 0 0.0755187
9.9264 0 0.0768332
9.9288 0 0.0731866
9.9312 0 0.0740559
9.9336 0 0.0757307
9.936 0 0.0749039
9.9384 0 0.0747979
9.9408 0 0.0734834
9.9432 0 0.073335
9.9456 0 0.0737378
9.948 0 0.0745011
9.9504 0 0.0735682
9.9528 0 0.0741831
9.9552 0 0.0734198
9.9576 0 0.0747343
9.96 0 0.0724022
9.9624 0 0.072593
9.9648 0 0.0716177
9.9672 0 0.0727838
9.9696 0 0.0706213
9.972 0 0.0744799
9.9744 0 0.0729534
9.9768 0 0.0720841
9.9792 0 0.0724658
9.9816 0 0.0745435
9.984 0 0.0734198
9.9864 0 0.0722325
9.9888 0 0.0724022
9.9912 0 0.0707273
9.9936 0 0.0719357
9.996 0 0.0735682
9.9984 0 0.0707697
10.0008 0 0.0725082
10.0032 0 0.070176
10.0056 0 0.0695824
10.008 0 0.0724234
10.0104 0 0.0712573
10.0128 0 0.0719993
10.0152 0 0.0700276
10.0176 0 0.068904
10.02 0 0.0705576
10.0224 0 0.0706849
10.0248 0 0.0704092
10.0272 0 0.0707061
10.0296 0 0.0705152
10.032 0 0.0707697
10.0344 0 0.0713845
10.0368 0 0.0701972
10.0392 0 0.0676107
10.0416 0 0.0711937
10.044 0 0.0722961
10.0464 0 0.0676531
10.0488 0 0.0676743
10.0512 0 0.0672715
10.0536 0 0.0685011
10.056 0 0.0680771
10.0584 0 0.0713421
10.0608 0 0.0694552
10.0632 0 0.0679287
10.0656 0 0.0660206
10.068 0 0.070176
10.0704 0 0.0695188
10.0728 0 0.0692432
10.0752 0 0.0663174
10.0776 0 0.0689252
10.08 0 0.0680347
10.0824 0 0.0693704
10.0848 0 0.0687555
10.0872 0 0.0683315
10.0896 0 0.069328
10.092 0 0.0675047
10.0944 0 0.0668474
10.0968 0 0.0680347
10.0992 0 0.0658722
10.1016 0 0.0694552
10.104 0 0.0679287
10.1064 0 0.0668474
10.1088 0 0.0668898
10.1112 0 0.0680347
10.1136 0 0.0646001
10.116 0 0.0679711
10.1184 0 0.0646213
10.1208 0 0.0678015
10.1232 0 0.0666566
10.1256 0 0.0660206
10.128 0 0.0666778
10.1304 0 0.0672079
10.1328 0 0.0648969
10.1352 0 0.065427
10.1376 0 0.066487
10.14 0 0.0668262
10.1424 0 0.0647061
10.1448 0 0.0635824
10.1472 0 0.0648969
10.1496 0 0.0644093
10.152 0 0.0673139
10.1544 0 0.0649817
10.1568 0 0.0661902
10.1592 0 0.0643669
10.1616 0 0.0650665
10.164 0 0.0651725
10.1664 0 0.0647697
10.1688 0 0.0653634
10.1712 0 0.0627768
10.1736 0 0.0656602
10.176 0 0.0632432
10.1784 0 0.0639853
10.1808 0 0.0633068
10.1832 0 0.0642397
10.1856 0 0.0636037
10.188 0 0.0634764
10.1904 0 0.0645153
10.1928 0 0.0642609
10.1952 0 0.0631372
10.1976 0 0.0629464
10.2 0 0.06354
10.2024 0 0.0620136
10.2048 0 0.0625012
10.2072 0 0.0616107
10.2096 0 0.0638369
10.212 0 0.062904
10.2144 0 0.0633704
10.2168 0 0.0625012
10.2192 0 0.0614623
10.2216 0 0.0626284
10.224 0 0.0633068
10.2264 0 0.0626072
10.2288 0 0.0598298
10.2312 0 0.0608687
10.2336 0 0.0627132
10.236 0 0.0602963
10.2384 0 0.0607627
10.2408 0 0.0615047
10.2432 0 0.062692
10.2456 0 0.0602963
10.248 0 0.0608263
10.2504 0 0.0616319
10.2528 0 0.0607627
10.2552 0 0.0609959
10.2576 0 0.0603387
10.26 0 0.0609111
10.2624 0 0.0589394
10.2648 0 0.0611231
10.2672 0 0.0621408
10.2696 0 0.0609323
10.272 0 0.0605931
10.2744 0 0.0632644
10.2768 0 0.0612927
10.2792 0 0.0617591
10.2816 0 0.0610807
10.284 0 0.0607627
10.2864 0 0.0610807
10.2888 0 0.0602115
10.2912 0 0.0598298
10.2936 0 0.0608475
10.296 0 0.0600842
10.2984 0 0.0577945
10.3008 0 0.0589606
10.3032 0 0.0583457
10.3056 0 0.0577733
10.308 0 0.0600842
10.3104 0 0.058579
10.3128 0 0.059957
10.3152 0 0.0602327
10.3176 0 0.0579429
10.32 0 0.0590242
10.3224 0 0.0590666
10.3248 0 0.0581973
10.3272 0 0.0580913
10.3296 0 0.0556956
10.332 0 0.0568617
10.3344 0 0.0586214
10.3368 0 0.0576461
10.3392 0 0.0576037
10.3416 0 0.0568193
10.344 0 0.0564588
10.3464 0 0.0584306
10.3488 0 0.0581125
